drug,event,count,anomaly_score,prr,ror,chi2,serious_rate,death_rate,hosp_rate,rarity_score,reasons
Durvalumab,Respiratory tract irritation,1,45,23.363,23.363,13.96,1.000,0.000,0.000,10.926,χ²=14.0 (统计显著); 罕见+严重
Durvalumab,Autoimmune thyroid disorder,1,45,0.000,0.000,45.71,1.000,0.000,0.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Intervertebral disc injury,1,45,0.000,0.000,45.71,1.000,0.000,1.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Fibula fracture,1,45,15.575,15.575,10.01,1.000,0.000,1.000,10.926,χ²=10.0 (统计显著); 罕见+严重
Durvalumab,Overweight,1,45,0.000,0.000,45.71,1.000,0.000,1.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Head discomfort,1,45,15.575,15.575,10.01,1.000,0.000,1.000,10.926,χ²=10.0 (统计显著); 罕见+严重
Durvalumab,Scleral disorder,1,45,0.000,0.000,45.71,1.000,0.000,0.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Necrotising myositis,1,45,0.000,0.000,45.71,1.000,0.000,0.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Embolism arterial,1,45,23.363,23.363,13.96,1.000,0.000,1.000,10.926,χ²=14.0 (统计显著); 罕见+严重
Durvalumab,Autoimmune disorder,1,45,23.363,23.363,13.96,1.000,0.000,1.000,10.926,χ²=14.0 (统计显著); 罕见+严重
Durvalumab,Mixed liver injury,2,45,93.534,93.534,59.65,1.000,0.000,1.000,10.233,χ²=59.6 (统计显著); 罕见+严重
Durvalumab,Post procedural sepsis,1,45,23.363,23.363,13.96,1.000,0.000,1.000,10.926,χ²=14.0 (统计显著); 罕见+严重
Durvalumab,Arteritis,1,45,46.727,46.727,21.89,1.000,0.000,1.000,10.926,χ²=21.9 (统计显著); 罕见+严重
Durvalumab,Liver abscess,1,45,23.363,23.363,13.96,1.000,0.000,1.000,10.926,χ²=14.0 (统计显著); 罕见+严重
Durvalumab,Inflammatory marker increased,1,45,46.727,46.727,21.89,1.000,0.000,1.000,10.926,χ²=21.9 (统计显著); 罕见+严重
Durvalumab,Bile duct stenosis,1,45,23.363,23.363,13.96,1.000,0.000,1.000,10.926,χ²=14.0 (统计显著); 罕见+严重
Durvalumab,Steroid diabetes,1,45,46.727,46.727,21.89,1.000,0.000,1.000,10.926,χ²=21.9 (统计显著); 罕见+严重
Durvalumab,Thyroiditis,2,45,13.361,13.361,17.38,1.000,0.000,0.500,10.233,χ²=17.4 (统计显著); 罕见+严重
Durvalumab,Adrenal disorder,1,45,46.727,46.727,21.89,1.000,0.000,0.000,10.926,χ²=21.9 (统计显著); 罕见+严重
Durvalumab,Limb injury,2,45,10.391,10.391,13.57,0.500,0.500,0.000,10.233,χ²=13.6 (统计显著); 罕见+严重
Durvalumab,Respiratory rate increased,1,45,15.575,15.575,10.01,1.000,1.000,1.000,10.926,χ²=10.0 (统计显著); 罕见+严重
Durvalumab,Blood thyroid stimulating hormone decreased,2,45,11.690,11.690,15.28,0.500,0.000,0.500,10.233,χ²=15.3 (统计显著); 罕见+严重
Durvalumab,Vertebral column mass,1,45,46.727,46.727,21.89,1.000,0.000,1.000,10.926,χ²=21.9 (统计显著); 罕见+严重
Durvalumab,Tumour hyperprogression,1,45,0.000,0.000,45.71,1.000,0.000,1.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Mediastinum neoplasm,1,45,0.000,0.000,45.71,1.000,0.000,1.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Critical illness,1,45,46.727,46.727,21.89,1.000,1.000,1.000,10.926,χ²=21.9 (统计显著); 罕见+严重
Durvalumab,Jejunal ulcer,1,45,0.000,0.000,45.71,1.000,0.000,1.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Facial nerve disorder,1,45,23.363,23.363,13.96,1.000,0.000,0.000,10.926,χ²=14.0 (统计显著); 罕见+严重
Durvalumab,Endocrine ophthalmopathy,1,45,0.000,0.000,45.71,1.000,0.000,0.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Pneumonia necrotising,1,45,23.363,23.363,13.96,1.000,1.000,1.000,10.926,χ²=14.0 (统计显著); 罕见+严重
Durvalumab,Arterial haemorrhage,1,45,15.575,15.575,10.01,1.000,1.000,1.000,10.926,χ²=10.0 (统计显著); 罕见+严重
Durvalumab,Colon cancer stage IV,1,45,0.000,0.000,45.71,1.000,0.000,0.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Apnoea,1,45,15.575,15.575,10.01,1.000,1.000,0.000,10.926,χ²=10.0 (统计显著); 罕见+严重
Durvalumab,Nasal polyps,1,45,0.000,0.000,45.71,1.000,0.000,1.000,10.926,χ²=45.7 (统计显著); 罕见+严重
Durvalumab,Peritonitis bacterial,1,45,23.363,23.363,13.96,1.000,0.000,1.000,10.926,χ²=14.0 (统计显著); 罕见+严重
Durvalumab,Diabetic metabolic decompensation,1,45,46.727,46.727,21.89,1.000,0.000,1.000,10.926,χ²=21.9 (统计显著); 罕见+严重
Durvalumab,Back injury,1,45,46.727,46.727,21.89,1.000,1.000,0.000,10.926,χ²=21.9 (统计显著); 罕见+严重
Ipilimumab,Hypertension,5,45,1.160,1.160,0.10,1.000,0.000,0.400,9.317,严重事件率=100.0%; 罕见+严重
Ipilimumab,Respiratory tract inflammation,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Paraparesis,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Hepatic haematoma,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Meningitis aseptic,2,45,11.675,11.675,14.80,1.000,0.000,1.000,10.233,χ²=14.8 (统计显著); 罕见+严重
Ipilimumab,Hypothalamo-pituitary disorder,2,45,27.244,27.244,29.57,1.000,0.000,1.000,10.233,χ²=29.6 (统计显著); 罕见+严重
Ipilimumab,Feeling of despair,1,45,40.837,40.837,18.95,1.000,1.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Venous thrombosis,2,45,16.346,16.346,20.06,1.000,1.000,1.000,10.233,χ²=20.1 (统计显著); 罕见+严重
Ipilimumab,Immune system disorder,2,45,8.172,8.172,10.22,1.000,1.000,0.500,10.233,χ²=10.2 (统计显著); 罕见+严重
Ipilimumab,Delusion,1,45,20.418,20.418,12.01,1.000,1.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Fungal skin infection,2,45,27.244,27.244,29.57,1.000,1.000,1.000,10.233,χ²=29.6 (统计显著); 罕见+严重
Ipilimumab,Oxygen supplementation,1,45,40.837,40.837,18.95,1.000,1.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Torsade de pointes,1,45,0.000,0.000,39.83,1.000,1.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Schizophrenia,1,45,40.837,40.837,18.95,1.000,1.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Gastrointestinal infection,2,45,9.080,9.080,11.47,1.000,0.500,1.000,10.233,χ²=11.5 (统计显著); 罕见+严重
Ipilimumab,Exfoliative rash,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Peritoneal haemorrhage,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Marrow hyperplasia,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Unresponsive to stimuli,2,45,9.080,9.080,11.47,1.000,0.000,1.000,10.233,χ²=11.5 (统计显著); 罕见+严重
Ipilimumab,Autoimmune disorder,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Thyroiditis,2,45,11.675,11.675,14.80,1.000,0.000,0.500,10.233,χ²=14.8 (统计显著); 罕见+严重
Ipilimumab,Affective disorder,1,45,0.000,0.000,39.83,1.000,1.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Peritoneal dialysis,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Listless,1,45,40.837,40.837,18.95,1.000,0.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Blood thyroid stimulating hormone decreased,2,45,10.216,10.216,12.96,1.000,0.000,1.000,10.233,χ²=13.0 (统计显著); 罕见+严重
Ipilimumab,Demyelinating polyneuropathy,1,45,40.837,40.837,18.95,1.000,0.000,0.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Myelitis transverse,1,45,40.837,40.837,18.95,1.000,0.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Urogenital disorder,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Illusion,1,45,20.418,20.418,12.01,1.000,1.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Adrenocortical insufficiency acute,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Fungal test positive,1,45,40.837,40.837,18.95,1.000,0.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Blood culture positive,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Blood cortisol decreased,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Adrenocorticotropic hormone deficiency,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Blood luteinising hormone decreased,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Blood follicle stimulating hormone decreased,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Hormone level abnormal,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Large intestinal ulcer,1,45,40.837,40.837,18.95,1.000,0.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Adrenal disorder,1,45,40.837,40.837,18.95,1.000,0.000,0.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Stillbirth,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Endocrine disorder,2,45,81.736,81.736,51.82,1.000,0.000,1.000,10.233,χ²=51.8 (统计显著); 罕见+严重
Ipilimumab,Adrenal suppression,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Brain operation,1,45,40.837,40.837,18.95,1.000,0.000,0.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Petit mal epilepsy,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Hypothermia,2,45,27.244,27.244,29.57,1.000,0.000,0.500,10.233,χ²=29.6 (统计显著); 罕见+严重
Ipilimumab,Lower gastrointestinal haemorrhage,2,45,13.621,13.621,17.10,1.000,0.000,1.000,10.233,χ²=17.1 (统计显著); 罕见+严重
Ipilimumab,Oesophageal perforation,1,45,40.837,40.837,18.95,1.000,1.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Pituitary tumour,2,45,20.433,20.433,24.02,1.000,0.000,0.500,10.233,χ²=24.0 (统计显著); 罕见+严重
Ipilimumab,Peritoneal necrosis,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Axillary mass,1,45,40.837,40.837,18.95,1.000,0.000,0.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Concomitant disease progression,1,45,20.418,20.418,12.01,1.000,1.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Retinitis,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Portal hypertension,1,45,40.837,40.837,18.95,1.000,0.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Strangulated hernia,1,45,0.000,0.000,39.83,1.000,1.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Neurological examination abnormal,2,45,40.867,40.867,37.90,1.000,1.000,1.000,10.233,χ²=37.9 (统计显著); 罕见+严重
Ipilimumab,Mesenteric panniculitis,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Vogt-Koyanagi-Harada syndrome,1,45,40.837,40.837,18.95,1.000,0.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Abdominal sepsis,1,45,0.000,0.000,39.83,1.000,1.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Urine output decreased,2,45,10.216,10.216,12.96,1.000,0.500,0.500,10.233,χ²=13.0 (统计显著); 罕见+严重
Ipilimumab,Ectopic pregnancy,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Adrenalitis,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Neutropenia,1,45,0.068,0.068,12.40,1.000,0.000,1.000,10.926,χ²=12.4 (统计显著); 罕见+严重
Ipilimumab,Colectomy,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Acute psychosis,1,45,40.837,40.837,18.95,1.000,0.000,0.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Fuchs^ syndrome,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Myoglobin blood increased,1,45,0.000,0.000,39.83,1.000,1.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Epstein-Barr virus test,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Herpes simplex,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Perirectal abscess,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Calculus ureteric,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Hyperuricaemia,2,45,13.621,13.621,17.10,1.000,0.500,1.000,10.233,χ²=17.1 (统计显著); 罕见+严重
Ipilimumab,Alcoholism,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Eosinophilic pneumonia,1,45,40.837,40.837,18.95,1.000,0.000,0.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Cytomegalovirus colitis,1,45,20.418,20.418,12.01,1.000,0.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Tooth abscess,1,45,20.418,20.418,12.01,1.000,0.000,0.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Sialoadenitis,1,45,0.000,0.000,39.83,1.000,0.000,0.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Anal fistula,1,45,20.418,20.418,12.01,1.000,1.000,1.000,10.926,χ²=12.0 (统计显著); 罕见+严重
Ipilimumab,Retroperitoneal haemorrhage,1,45,40.837,40.837,18.95,1.000,0.000,1.000,10.926,χ²=19.0 (统计显著); 罕见+严重
Ipilimumab,Infected neoplasm,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Ipilimumab,Autoimmune pancytopenia,1,45,0.000,0.000,39.83,1.000,0.000,1.000,10.926,χ²=39.8 (统计显著); 罕见+严重
Trastuzumab,Decreased appetite,17,45,0.871,0.871,0.30,0.882,0.059,0.353,8.093,严重事件率=88.2%; 罕见+严重
Trastuzumab,Pleural effusion,9,45,1.175,1.175,0.22,0.889,0.111,0.333,8.729,严重事件率=88.9%; 罕见+严重
Trastuzumab,Pain,15,45,1.457,1.457,1.95,0.933,0.133,0.200,8.218,严重事件率=93.3%; 罕见+严重
Trastuzumab,Arteriovenous malformation,1,45,27.929,27.929,12.53,1.000,1.000,1.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Cough,10,45,1.179,1.179,0.25,0.900,0.100,0.300,8.623,严重事件率=90.0%; 罕见+严重
Trastuzumab,Central nervous system infection,1,45,27.929,27.929,12.53,1.000,1.000,1.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Dilatation ventricular,2,45,11.177,11.177,12.77,1.000,0.500,0.500,10.233,χ²=12.8 (统计显著); 罕见+严重
Trastuzumab,Anorectal disorder,1,45,27.929,27.929,12.53,1.000,1.000,1.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Carpal tunnel decompression,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Neutropenia,13,45,0.617,0.617,2.87,1.000,0.154,0.385,8.361,严重事件率=100.0%; 罕见+严重
Trastuzumab,Skin induration,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Vascular calcification,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Cholecystitis chronic,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Muscle spasticity,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Polycythaemia,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Haemoglobin increased,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Chest pain,8,45,1.270,1.270,0.42,0.875,0.000,0.375,8.847,严重事件率=87.5%; 罕见+严重
Trastuzumab,Dry skin,9,45,1.967,1.967,3.83,0.667,0.111,0.111,8.729,严重事件率=66.7%; 罕见+严重
Trastuzumab,Arthralgia,11,45,1.230,1.230,0.43,0.818,0.000,0.364,8.528,严重事件率=81.8%; 罕见+严重
Trastuzumab,Deafness unilateral,2,45,9.314,9.314,10.73,1.000,1.000,1.000,10.233,χ²=10.7 (统计显著); 罕见+严重
Trastuzumab,Myelitis,1,45,0.000,0.000,26.95,1.000,0.000,1.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Mastectomy,2,45,0.000,0.000,53.90,1.000,0.000,0.500,10.233,χ²=53.9 (统计显著); 罕见+严重
Trastuzumab,Breast reconstruction,1,45,0.000,0.000,26.95,1.000,0.000,1.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Abdominal discomfort,6,45,1.260,1.260,0.30,1.000,0.000,0.333,9.134,严重事件率=100.0%; 罕见+严重
Trastuzumab,Off label use,5,45,0.325,0.325,6.61,0.800,0.000,0.200,9.317,严重事件率=80.0%; 罕见+严重
Trastuzumab,Application site discomfort,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Back pain,10,45,1.189,1.189,0.28,0.900,0.000,0.400,8.623,严重事件率=90.0%; 罕见+严重
Trastuzumab,Pruritus,13,45,1.449,1.449,1.64,0.769,0.000,0.231,8.361,严重事件率=76.9%; 罕见+严重
Trastuzumab,Increased tendency to bruise,2,45,9.314,9.314,10.73,1.000,0.000,0.000,10.233,χ²=10.7 (统计显著); 罕见+严重
Trastuzumab,Breast ulceration,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Neuropathy peripheral,9,45,1.148,1.148,0.16,0.889,0.111,0.222,8.729,严重事件率=88.9%; 罕见+严重
Trastuzumab,Aortic valve sclerosis,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Tricuspid valve incompetence,2,45,13.971,13.971,15.48,1.000,0.500,0.500,10.233,χ²=15.5 (统计显著); 罕见+严重
Trastuzumab,Myocardial strain,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Dermo-hypodermitis,2,45,55.888,55.888,34.66,1.000,0.000,1.000,10.233,χ²=34.7 (统计显著); 罕见+严重
Trastuzumab,Corneal exfoliation,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Lacrimation decreased,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Ventricular dyskinesia,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Gastrointestinal inflammation,2,45,18.628,18.628,19.31,1.000,0.000,1.000,10.233,χ²=19.3 (统计显著); 罕见+严重
Trastuzumab,Asthenopia,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Thrombocytopenia,3,45,0.179,0.179,10.74,1.000,0.000,0.333,9.827,χ²=10.7 (统计显著); 罕见+严重
Trastuzumab,Interstitial lung disease,6,45,1.034,1.034,0.01,1.000,0.167,0.167,9.134,严重事件率=100.0%; 罕见+严重
Trastuzumab,Breast neoplasm,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Hysterectomy,2,45,55.888,55.888,34.66,1.000,0.000,0.000,10.233,χ²=34.7 (统计显著); 罕见+严重
Trastuzumab,Blood bilirubin decreased,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Major depression,1,45,27.929,27.929,12.53,1.000,0.000,1.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Alanine aminotransferase increased,5,45,0.784,0.784,0.28,1.000,0.000,0.400,9.317,严重事件率=100.0%; 罕见+严重
Trastuzumab,Suspected counterfeit product,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Cardiovascular insufficiency,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Heart valve incompetence,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Inflammatory carcinoma of breast stage IV,1,45,27.929,27.929,12.53,1.000,1.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Metastases to pancreas,1,45,0.000,0.000,26.95,1.000,1.000,1.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Arachnoiditis,1,45,0.000,0.000,26.95,1.000,0.000,1.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Atrioventricular block second degree,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Corneal disorder,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Systemic lupus erythematosus,2,45,0.000,0.000,53.90,1.000,0.000,1.000,10.233,χ²=53.9 (统计显著); 罕见+严重
Trastuzumab,Gait disturbance,7,45,1.938,1.938,2.85,1.000,0.000,0.143,8.980,严重事件率=100.0%; 罕见+严重
Trastuzumab,Coordination abnormal,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Laryngitis,2,45,9.314,9.314,10.73,1.000,0.000,0.500,10.233,χ²=10.7 (统计显著); 罕见+严重
Trastuzumab,Thoracic operation,1,45,27.929,27.929,12.53,1.000,0.000,1.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Hypermetropia,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Contrast media allergy,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Muscle spasms,6,45,1.223,1.223,0.22,1.000,0.000,0.000,9.134,严重事件率=100.0%; 罕见+严重
Trastuzumab,Oesophageal infection,1,45,0.000,0.000,26.95,1.000,0.000,1.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Intracranial tumour haemorrhage,2,45,18.628,18.628,19.31,1.000,0.000,0.000,10.233,χ²=19.3 (统计显著); 罕见+严重
Trastuzumab,Implant site extravasation,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Body temperature fluctuation,2,45,27.943,27.943,25.05,1.000,0.000,0.000,10.233,χ²=25.1 (统计显著); 罕见+严重
Trastuzumab,Breast pain,2,45,27.943,27.943,25.05,1.000,0.000,0.000,10.233,χ²=25.1 (统计显著); 罕见+严重
Trastuzumab,Bladder prolapse,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Uterine prolapse,1,45,0.000,0.000,26.95,1.000,0.000,0.000,10.926,χ²=26.9 (统计显著); 罕见+严重
Trastuzumab,Muscle fatigue,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Extrasystoles,2,45,18.628,18.628,19.31,0.500,0.000,0.000,10.233,χ²=19.3 (统计显著); 罕见+严重
Trastuzumab,Insomnia,7,45,1.207,1.207,0.23,0.714,0.000,0.000,8.980,严重事件率=71.4%; 罕见+严重
Trastuzumab,Pituitary tumour,2,45,13.971,13.971,15.48,1.000,0.000,0.000,10.233,χ²=15.5 (统计显著); 罕见+严重
Trastuzumab,Pemphigus,1,45,27.929,27.929,12.53,1.000,0.000,1.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Epidermal growth factor receptor decreased,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Carbon dioxide increased,1,45,27.929,27.929,12.53,1.000,0.000,0.000,10.926,χ²=12.5 (统计显著); 罕见+严重
Trastuzumab,Eczema,2,45,9.314,9.314,10.73,0.500,0.500,0.500,10.233,χ²=10.7 (统计显著); 罕见+严重
Trastuzumab,Cor pulmonale,1,45,0.000,0.000,26.95,1.000,1.000,1.000,10.926,χ²=26.9 (统计显著); 罕见+严重
